"source_url"	"tecapi_vector_ids"	"tecapi_vector_names"
"http://projects.webappsec.org/w/page/13246948/Mail Command Injection"	"22,23"	"IMAP Injection; SMTP Injection"
"http://projects.webappsec.org/w/page/13246949/Null Byte Injection"	"21"	"Null-Byte Injection"
"http://projects.webappsec.org/w/page/13246950/OS Commanding"	"18"	"OS Command Injection"
"http://projects.webappsec.org/w/page/13246952/Path Traversal"	"40"	"Path Traversal"
"http://projects.webappsec.org/w/page/13246953/Predictable Resource Location"	"79"	"Predictable Resource Location Enumeration"
"http://projects.webappsec.org/w/page/13246955/Remote-File-Inclusion"	"43"	"PHP Remote File Inclusion"
"http://projects.webappsec.org/w/page/13246956/Routing Detour"	"265"	"XML Routing Detour"
"http://projects.webappsec.org/w/page/13246960/Session-Fixation"	"120"	"Session Fixation"
"http://projects.webappsec.org/w/page/13246962/SOAP Array Abuse"	"223"	"SOAP Array Overflow"
"http://projects.webappsec.org/w/page/13246963/SQL Injection"	"1"	"SQL Injection"
"http://projects.webappsec.org/w/page/13246964/SSI Injection"	"5"	"SSI Injection"
"http://projects.webappsec.org/w/page/13246981/URL Redirector Abuse"	"96,97"	"Unvalidated Forward; Unvalidated Redirect"
"http://projects.webappsec.org/w/page/13247002/XML Entity Expansion"	"250"	"XML Bomb"
"http://projects.webappsec.org/w/page/13247003/XML External Entities"	"51"	"XXE"
"http://projects.webappsec.org/w/page/13247004/XML Injection"	"30"	"XML Injection"
"http://projects.webappsec.org/w/page/13247005/XPath Injection"	"32"	"XPATH Injection"
"http://projects.webappsec.org/w/page/13247006/XQuery Injection"	"31"	"XQUERY Injection"
"http://projects.webappsec.org/w/page/33923604/Insufficient Data Protection Working"	"168,169,170,171,172"	"Inadequate Storage Encryption Key Strength; Insecure Credential Hashing Algorithm; Insecure Storage Cryptographic Algorithm; Missing Encryption of Sensitive Data; Unsalted Hash"
"http://rdist.root.org/2009/10/29/stop-using-unsafe-keyed-hashes-use-hmac/"	"284"	"Hash Length Extension"
"http://research.microsoft.com/en-us/um/people/marron/selectpubs/undangle.pdf"	"222"	"Use After Free"
"http://resources.infosecinstitute.com/android-hacking-security-part-7-attacks-android-webviews/"	"272"	"WebView Injection"
"http://resources.infosecinstitute.com/beast-vs-crime-attack/"	"179,180"	"BEAST; CRIME"
"http://resources.infosecinstitute.com/demystifying-html-5-attacks/"	"271"	"CORS Functionality Abuse"
"http://resources.infosecinstitute.com/dictionary-attack-using-burp-suite/"	"206"	"Dir and File Brute Forcing"
"http://resources.infosecinstitute.com/file-upload-vulnerabilities/"	"116"	"Unrestricted File Upload"
"http://resources.infosecinstitute.com/introduction-to-automated-captcha-solving/"	"148"	"OCR-assisted CAPTCHA Brute-forcing"
"http://resources.infosecinstitute.com/protect-data-by-preventing-insecure-cryptographic-storage/"	"168,169,170,171,172"	"Inadequate Storage Encryption Key Strength; Insecure Credential Hashing Algorithm; Insecure Storage Cryptographic Algorithm; Missing Encryption of Sensitive Data; Unsalted Hash"
"http://resources.infosecinstitute.com/server-side-includes-ssi-injection/"	"5"	"SSI Injection"
"http://resources.infosecinstitute.com/ssl-attacks/"	"177"	"SSL Renegotiation"
"http://resources.infosecinstitute.com/video-man-in-the-middle-howto/"	"202"	"MITM"
"http://resources.infosecinstitute.com/websocket-security-issues/"	"113"	"CSWSH"
"http://resources.sei.cmu.edu/asset_files/whitepaper/2010_019_001_77580.pdf"	"230"	"Integer Overflow"
"http://roberto.greyhats.it/pubs/dimva08-web.pdf"	"231"	"TOCTTOU Transaction Race Condition"
"http://rubymonk.com/learning/books/5-metaprogramming-ruby-ascent/chapters/24-eval/lessons/63-eval"	"14"	"Ruby Injection"
"http://scarybeastsecurity.blogspot.co.il/2009/12/cross-domain-search-timing.html"	"233"	"Cross-Domain Search Timing"
"http://searchsecurity.techtarget.com/feature/Content-Spoofing"	"104"	"Content Spoofing"
"http://seclists.org/fulldisclosure/2010/Aug/236"	"110"	"SDRF"
"http://seclists.org/fulldisclosure/2014/Dec/22"	"283"	"SpoofedMe"
"http://sectooladdict.blogspot.co.il/2011/09/session-puzzling-and-session-race.html"	"73,74,75,76,77,83,237"	"Authentication Bypass via Session Puzzling; Generic Session Puzzling Attack; Multiphase Process Bypass via Session Puzzling; Password Recovery Destination Manipulation via Session Puzzling; Privilege Elevation via Session Puzzling; Temporal Session Race Conditions; User Impersonation via Session Puzzling"
"http://sectooladdict.blogspot.co.il/2014/12/el-30-injection-java-is-getting-hacker.html"	"157"	"EL3 Injection"
"http://securephpwiki.com/index.php/Email_Injection"	"22"	"SMTP Injection"
"http://security-sh3ll.blogspot.co.il/2010/12/sdrf-vulnerability-in-web-applications.html"	"110"	"SDRF"
"http://security-sh3ll.blogspot.co.il/2012/01/dynamic-direct-ajax-csrf.html"	"109"	"Dynamic Ajax CSRF"
"http://security.radware.com/knowledge-center/DDoSPedia/http-flood/"	"255"	"HTTP Flood"
"http://security.radware.com/knowledge-center/DDoSPedia/http-fragmentation-attack/"	"248"	"HTTP Fragmentation Attack"
"http://security.radware.com/knowledge-center/DDoSPedia/rudy-r-u-dead-yet/"	"247"	"Web Server Thread Occupation"
"http://security.radware.com/knowledge-center/DDoSPedia/thc-ssl-dos/"	"249"	"THC-SSL-DoS"
"http://securityintelligence.com/spoofedme-social-login-attack-discovered-by-ibm-x-force-researchers/#.VKUNWXvqXt-"	"283"	"SpoofedMe"
"http://securityintelligence.com/use-after-frees-that-pointer-may-be-pointing-to-something-bad/#.VJrb_V4AY"	"222"	"Use After Free"
"http://securitymecca.com/article/overview-of-malicious-file-upload-attacks/"	"115"	"Malicious File Upload"
"http://securityxploded.com/remote-file-inclusion.php"	"47"	"XSS via Remote File Inclusion"
"http://shreeraj.blogspot.com/2013/05/cors-has-certain-critical-response.html"	"271"	"CORS Functionality Abuse"
"http://soroush.secproject.com/downloadable/iis_tilde_shortname_disclosure.txt"	"232"	"IIS Short File Name Enumeration"
"http://soroush.secproject.com/downloadable/microsoft_iis_tilde_character_vulnerability_feature.pdf"	"232"	"IIS Short File Name Enumeration"
"http://sourceforge.net/projects/waspap/files/waspap/Core/POC2009-ShockingNewsInPHPExploitation.pdf/download?use_mirror=liquidtelecom"	"15"	"PHP Object Injection"
"http://stackoverflow.com/questions/14482228/how-to-properly-prevent-memcached-protocol-injection"	"281"	"Memcached Injection"
"http://support.microsoft.com/kb/167614"	"112"	"Frame Spoofing"
"http://thehackerschoice.wordpress.com/2011/10/24/thc-ssl-dos/"	"249"	"THC-SSL-DoS"
"http://thewasps.blogspot.co.il/2007/12/reflection-injection.html"	"29"	"Reflection Injection"
"http://tools.cisco.com/security/center/viewAlert.x?alertId=24470"	"11"	"Java Injection"
"http://tools.ietf.org/html/rfc2518"	"128"	"HTTP COPY Method Abuse"
"http://tools.ietf.org/html/rfc4918"	"127,129,130,132,136,137"	"HTTP MKCOL Method Abuse; HTTP MOVE Method Abuse; HTTP PROPFIND Method Abuse; HTTP PROPPATCH Method Abuse; HTTP SEARCH Method Abuse; HTTP UNLOCK Method Abuse"
"http://tools.ietf.org/html/rfc5323"	"137"	"HTTP SEARCH Method Abuse"
"http://ui-redressing.mniemietz.de/uiRedressing.pdf"	"111"	"Clickjacking"
"http://w2spconf.com/2010/papers/p27.pdf"	"111"	"Clickjacking"
"http://watchguardsecuritycenter.com/2013/04/09/use-after-free-flaws-a-new-theme-for-ie-vulnerability/"	"222"	"Use After Free"
"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0160"	"258"	"HeartBleed"
"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-0224"	"185"	"SSL CCS MITM"
"http://web.nvd.nist.gov/view/vuln/detail?vulnId=CVE-2014-6271"	"257"	"ShellShock"
"http://webscraping.com/blog/Solving-CAPTCHA/"	"148"	"OCR-assisted CAPTCHA Brute-forcing"
"http://websec.wordpress.com/category/java/"	"37"	"OGNL Expression Injection"
"http://www.acrossecurity.com/papers/RSA_Conference_US_2012_Advanced_Persistent_Binary_Planting.pdf"	"121"	"Remote Binary Planting"
"http://www.acrossecurity.com/papers/session_fixation.pdf"	"120"	"Session Fixation"
"http://www.acunetix.com/blog/articles/slow-http-dos-attacks-mitigate-apache-http-server/"	"247"	"Web Server Thread Occupation"
"http://www.acunetix.com/blog/articles/windows-short-8-3-filenames-web-security-problem/"	"232"	"IIS Short File Name Enumeration"
"http://www.acunetix.com/blog/releases/acunetix-vulnerability-scanner-identify-heartbleed-bug/"	"258"	"HeartBleed"
"http://www.acunetix.com/blog/web-security-zone/articles/email-header-injection-web-vulnerability-detection/"	"25"	"Email Header Injection"
"http://www.acunetix.com/blog/web-security-zone/articles/xml-external-entity-xxe-vulnerabilities/"	"51"	"XXE"
"http://www.acunetix.com/blog/whitepaper-http-parameter-pollution/"	"138"	"HPP"
"http://www.acunetix.com/vulnerabilities/reverse-proxy-bypass/"	"42"	"Reverse Proxy Bypass"
"http://www.acunetix.com/vulnerabilities/sensitive-data-not-encryp/"	"168"	"Missing Encryption of Sensitive Data"
"http://www.acunetix.com/vulnerabilities/unrestricted-file-upload/"	"115"	"Malicious File Upload"
"http://www.acunetix.com/websitesecurity/crlf-injection/"	"101"	"HTTP Response Splitting"
"http://www.acunetix.com/websitesecurity/upload-forms-threat/"	"116"	"Unrestricted File Upload"
"http://www.aldeid.com/wiki/WackoPicko/Stored-SQL-Injection"	"1"	"SQL Injection"
"http://www.aspectsecurity.com/research-presentations/bypassing-vbaac-with-http-verb-tampering"	"71,72"	"Authentication Bypass via HTTP Verb Tampering; Authorization Bypass via HTTP Verb Tampering"
"http://www.balisage.net/Proceedings/vol7/html/Vlist02/BalisageVol7-Vlist02.html"	"31"	"XQUERY Injection"
"http://www.binaryplanting.com/"	"121"	"Remote Binary Planting"
"http://www.bizec.org/wiki/BIZEC_APP11"	"17"	"ABAP Injection"
"http://www.blackhat.com/presentations/bh-dc-10/Alonso_Chema/Blackhat-DC-2010-Alonso-Connection-String-Parameter-Pollution-wp.pdf"	"33"	"CSPP"
"http://www.blackhat.com/presentations/bh-europe-05/bh-eu-05-litchfield.pdf"	"1"	"SQL Injection"
"http://www.blackhat.com/presentations/bh-europe-07/Bhalla-Kazerooni/Whitepaper/bh-eu-07-bhalla-WP.pdf"	"261,263,268"	"SOAP Coercive Parsing; WSDL Disclosure; XML Entity Reference Attack"
"http://www.carbonwind.net/blog/post/Random-SSLTLS-101–SSLTLS-version-rollbacks-and-browsers.aspx"	"178"	"SSL Version Rollback"
"http://www.casaba.com/files/CASABA-ActiveX-Security-Testing.pdf"	"221"	"Buffer Overflow against Custom Browser Controls"
"http://www.catonmat.net/blog/wp-content/uploads/2008/07/blind-sql-injection-attacks.pdf"	"1"	"SQL Injection"
"http://www.cert.org/vulnerability-analysis/tools/dranzer.cfm?"	"221"	"Buffer Overflow against Custom Browser Controls"
"http://www.cgisecurity.com/csrf-faq.html"	"108"	"CSRF"
"http://www.cgisecurity.com/lib/HTTP-Request-Smuggling.pdf"	"50"	"HTTP Request Smuggling"
"http://www.cgisecurity.com/owasp/html/ch11s04.html"	"54,59,63"	"Client-Controlled Configuration Setting Manipulation; Client-Controlled Price Manipulation; Client-Controlled Privilege Manipulation"
"http://www.cgisecurity.com/papers/header-based-exploitation.txt"	"5"	"SSI Injection"
"http://www.cgisecurity.com/whitehat-mirror/WH-WhitePaper_XST_ebook.pdf"	"126"	"XST"
"http://www.cgisecurity.com/xss-faq.html"	"94"	"XSS"
"http://www.christian-schneider.net/CrossSiteWebSocketHijacking.html"	"113"	"CSWSH"
"http://www.cis.syr.edu/~wedu/Research/paper/webview_acsac2011.pdf"	"273,274"	"Intent Intercept; Intent Spoof"
"http://www.computer.org/csdl/proceedings/icws/2013/5025/00/5025a491-abs.html"	"267"	"XML Signature - Key Retrieval DOS"
"http://www.contextis.com/documents/2/Browser_Timing_Attacks.pdf"	"233"	"Cross-Domain Search Timing"
"http://www.contextis.com/research/blog/server-technologies-reverse-proxy-bypass/"	"42"	"Reverse Proxy Bypass"
"http://www.cs.bham.ac.uk/~hxt/research/reg-exp-sec.pdf"	"244"	"ReDOS"
"http://www.cs.rice.edu/~dwallach/pub/crosby-timing2009.pdf"	"269"	"Remote Timing Attack"
"http://www.darkreading.com/vulnerabilities---threats/ibm-reveals-spoofedme-attack-leveraging-social-login-vulnerability-/d/d-id/1317934"	"283"	"SpoofedMe"
"http://www.darkreading.com/vulnerabilities---threats/timing-attacks-on-browsers-leak-sensitive-information/d/d-id/1140264?"	"233"	"Cross-Domain Search Timing"
"http://www.defcon.org/images/defcon-18/dc-18-presentations/Alonso-Palazon/DEFCON-18-Alonso-Palazon-String.pdf"	"33"	"CSPP"
"http://www.demobanks.com/docs/SQL_Sorting.pdf"	"119"	"SQL Sorting"
"http://www.educatedguesswork.org/2009/11/understanding_the_tls_renegoti.html"	"177"	"SSL Renegotiation"
"http://www.enablesecurity.com/blog/2008/8/11/surf-jack-https-will-not-save-you.html"	"285"	"Surf Jacking"
"http://www.enck.org/pubs/NAS-TR-0144-2011.pdf"	"273,274"	"Intent Intercept; Intent Spoof"
"http://www.esecforte.com/second-order-sql-injection/"	"1"	"SQL Injection"
"http://www.exploit-db.com/download_pdf/13534/"	"219"	"Anti-CSRF Verification Bypass"
"http://www.exploit-db.com/exploits/29859/"	"37"	"OGNL Expression Injection"
"http://www.exploringbinary.com/php-hangs-on-numeric-value-2-2250738585072011e-308/"	"252"	"Floating Point DoS"
"http://www.f5.com/pdf/white-papers/ddos-threat-spectrum-wp.pdf"	"255"	"HTTP Flood"
"http://www.fuzzysecurity.com/tutorials/expDev/11.html"	"222"	"Use After Free"
"http://www.gnucitizen.org/blog/cross-context-scripting-with-sage/"	"215"	"XCS"
"http://www.gnucitizen.org/blog/username-enumeration-vulnerabilities/"	"161,162,163,164"	"Generic Username Enumeration; Username Enumeration in Login; Username Enumeration in Password Recovery; Username Enumeration in Registration"
"http://www.h-online.com/security/services/Internet-Explorer-Demo-Phishing-with-Frames-758077.html"	"112"	"Frame Spoofing"
"http://www.hackingsec.in/2014/09/http-verb-tampering-demoexampletutorial.html"	"71,72"	"Authentication Bypass via HTTP Verb Tampering; Authorization Bypass via HTTP Verb Tampering"
"http://www.hakim.ws/BHUSA08/speakers/Stender_Vidergar_Concurrency_Attacks/BH_US_08_Stender_Vidergar_Concurrency_Attacks_in_Web_Applications_Presentation.pdf"	"231"	"TOCTTOU Transaction Race Condition"
"http://www.hcltech.com/sites/default/files/get-the-better-of-memory-leaks-with-valgrind-Whitepaper.pdf"	"225"	"Memory Leak"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/abap/dynamic_code_evaluation_code_injection.html"	"17"	"ABAP Injection"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/abap/process_control.html"	"87"	"ABAP Process Control"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/cfml/path_manipulation.html"	"41"	"Path Manipulation"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/cpp/log_forging.html"	"105"	"Log Forging"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/cpp/race_condition_signal_handling.html"	"238"	"Single Handler Race Condition"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/cpp/use_after_free.html"	"222"	"Use After Free"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/dotnet/open_redirect.html"	"96"	"Unvalidated Redirect"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/html/html5_cors_functionality_abuse.html"	"271"	"CORS Functionality Abuse"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/cross_site_websocket_hijacking.html"	"113"	"CSWSH"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/dangerous_file_inclusion.html"	"45,46"	"JSP Local File Inclusion; JSP Remote File Inclusion"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/mail_command_injection_pop3.html"	"24"	"POP3 Injection"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/singleton_member_field_race_condition.html"	"236"	"Member Field Race Condition"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/java/xml_injection.html"	"30"	"XML Injection"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/javascript/cross_site_scripting_dom.html"	"95"	"DOM XSS"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/javascript/weak_cryptographic_hash.html"	"171,172"	"Insecure Credential Hashing Algorithm; Unsalted Hash"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/php/cookie_security_persistent_session_cookie.html"	"214"	"Persistent Session Lifespan"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/php/cookie_security_session_cookie_not_sent_over_ssl.html"	"190"	"Session Hijacking"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/php/resource_injection.html"	"48"	"SSRF"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/php/xquery_injection.html"	"31"	"XQUERY Injection"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/php/xslt_injection.html"	"84"	"Remote XSL Inclusion"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/preview/path_manipulation_special_characters.html"	"282"	"Source Code Disclosure via Accessible Folder"
"http://www.hpenterprisesecurity.com/vulncat/en/vulncat/preview/transport_layer_protection_weak_ssl_cipher.html"	"191"	"Weak Cipher Brute Forcing"
"http://www.hybridsec.com/papers/OWASP-Hash-DoS.ppt"	"253"	"Hash Collision DoS"
"http://www.ietf.org/mail-archive/web/tls/current/msg06933.html"	"178"	"SSL Version Rollback"
"http://www.imperva.com/Resources/Glossary?term=clickjacking_ui_redressing"	"111"	"Clickjacking"
"http://www.imperva.com/Resources/Glossary?term=http_verb_tampering"	"71"	"Authentication Bypass via HTTP Verb Tampering"
"http://www.imperva.com/docs/HI_Remote_File_Inclusion.pdf"	"43"	"PHP Remote File Inclusion"
"http://www.imperva.com/resources/glossary/http_parameter_pollution_hpp.html"	"138"	"HPP"
"http://www.imperva.com/resources/glossary/http_verb_tampering.html"	"72"	"Authorization Bypass via HTTP Verb Tampering"
"http://www.imperva.com/resources/glossary/parameter_tampering.html"	"54"	"Client-Controlled Price Manipulation"
"http://www.incapsula.com/ddos/attack-glossary/http-flood.html"	"255"	"HTTP Flood"
"http://www.informatica64.com/csppScanner.aspx"	"33"	"CSPP"
"http://www.infosecisland.com/blogview/19259-Dynamic-AJAX-CSRF-Attack-Vector-Vulnerability.html"	"109"	"Dynamic Ajax CSRF"
"http://www.infosecwriters.com/text_resources/pdf/ExploitingJSON_ASood.pdf"	"106"	"JSON Hijacking"
"http://www.infosecwriters.com/text_resources/pdf/HTTP_Response.pdf"	"101"	"HTTP Response Splitting"
"http://www.isg.rhul.ac.uk/tls/"	"183"	"RC4 Attack"
"http://www.isg.rhul.ac.uk/tls/Lucky13.html"	"184"	"Lucky 13"
"http://www.iss.net/security_center/reference/vuln/apache-esc-seq-injection.htm"	"26"	"Escape Sequence Injection"
"http://www.javacodegeeks.com/2012/07/hash-length-extension-attacks.html"	"284"	"Hash Length Extension"
"http://www.jumperz.net/index.php?i=2"	"114"	"DNS Rebinding"
"http://www.kb.cert.org/vuls/id/150227"	"133"	"HTTP CONNECT Method Abuse"
"http://www.kb.cert.org/vuls/id/867593"	"126"	"XST"
"http://www.makeuseof.com/tag/impersonate-browsers-user-agent-switcher-firefox/"	"286"	"User Agent Impersonation"
"http://www.mcafee.com/hk/resources/white-papers/foundstone/wp-attacking-captchas-for-fun-profit.pdf"	"140,141,142,143,144,145,146,147,148"	"Arithmetic CAPTCHA Abuse; CAPTCHA Fixation; CAPTCHA Rainbow Tables; CAPTCHA Re-Riding; Chosen CAPTCHA Identifier Abuse; Chosen CAPTCHA Text Abuse; Client-side CAPTCHA Logic Abuse; In-Session CAPTCHA Brute-forcing; OCR-assisted CAPTCHA Brute-forcing"
"http://www.mcafee.com/us/resources/white-papers/foundstone/wp-bypassing-captchas.pdf"	"150"	"CAPTCHA Clipping"
"http://www.mediawiki.org/wiki/Sql_injection"	"1"	"SQL Injection"
"http://www.mediawiki.org/wiki/XML_External_Entity_Processing"	"51"	"XXE"
"http://www.mindedsecurity.com/fileshare/ExpressionLanguageInjection.pdf"	"36"	"EL Injection"
"http://www.nds.rub.de/media/nds/downloads/ws0910/AttackingWebServices.pdf"	"259,263"	"WSDL Disclosure; XML Schema Poisoning"
"http://www.networkdls.com/Articles/LDAPinjection.pdf"	"19"	"LDAP Injection"
"http://www.owasp.org/images/1/1a/OWASPAppSecEU2006_HTTPMessageSplittingSmugglingEtc.ppt"	"50"	"HTTP Request Smuggling"
"http://www.owasp.org/images/8/8c/OWASPAppSec2007Milan_TestingFlashApplications.ppt"	"100"	"XSF"
"http://www.perlmonks.org/?node_id=393426"	"85,86"	"Perl Local File Inclusion; Perl Remote File Inclusion"
"http://www.perlmonks.org/index.pl?node_id=38548"	"21"	"Null-Byte Injection"
"http://www.php.net/manual/en/mongo.security.php"	"6"	"SSJS Injection"
"http://www.phpsecure.info/v2/article/MailHeadersInject.en.php"	"25"	"Email Header Injection"
"http://www.rapid7.com/db/vulnerabilities/spider-actionscript-cross-site-flashing"	"100"	"XSF"
"http://www.sans.org/reading-room/whitepapers/detection/multi-perspective-view-php-remote-file-include-attacks-33229"	"43"	"PHP Remote File Inclusion"
"http://www.sans.org/reading-room/whitepapers/securecode/buffer-overflow-attack-mechanism-method-prevention-386"	"220"	"Buffer Overflow"
"http://www.sans.org/reading-room/whitepapers/threats/buffer-overflows-dummies-481"	"220"	"Buffer Overflow"
"http://www.sdn.sap.com/irj/scn/go/portal/prtroot/docs/library/uuid/b07a908d-6d45-3110-18b0-88d3ad77260f?QuickLink=index"	"87"	"ABAP Process Control"
"http://www.sectheory.com/clickjacking.htm"	"111"	"Clickjacking"
"http://www.securenet.de/papers/Session_Riding.pdf"	"108"	"CSRF"
"http://www.securephpwiki.com/index.php/Email_Injection"	"25"	"Email Header Injection"
"http://www.securiteam.com/securityreviews/5WP022K75O.html"	"105"	"Log Forging"
"http://www.security-assessment.com/Whitepapers/0x00_vs_ASP_File_Uploads.pdf"	"21"	"Null-Byte Injection"
"http://www.security-assessment.com/files/documents/whitepapers/Cross_Context_Scripting_with_Firefox.pdf"	"215"	"XCS"
"http://www.securityfocus.com/archive/1/297714"	"51,268"	"XML Entity Reference Attack; XXE"
"http://www.securityfocus.com/archive/1/425593"	"103"	"HTTP Response Smuggling"
"http://www.securityweek.com/reflected-file-download-new-attack-vector-enables-file-downloads-without-upload"	"102"	"RFD"
"http://www.slideshare.net/44Con/44con-2013-net-havoc-manipulating-properties-of-dormant-server-side-web-controls-shay-chen"	"39,52,88,89,90,91"	"Execution of Dormant Server Controls in Unprotected Callbacks; Execution of Signed Dormant Server Controls via Cache Reuse; Execution of Unsigned Dormant Server Controls; Execution of Unvalidated Dormant Server Controls; Server Control Signed Property Override; Unsigned Server Control Property Injection"
"http://www.slideshare.net/DefCamp/attacks-against-captchasystems"	"149"	"Limited CAPTCHA Repository Abuse"
"http://www.slideshare.net/OWASP_Ottawa/pierre-ernst-xml-attack-surface-owasp-ottawa"	"250"	"XML Bomb"
"http://www.slideshare.net/ThierryZoller/practicaltls1"	"177"	"SSL Renegotiation"
"http://www.slideshare.net/Wisec/http-parameter-pollution-a-new-category-of-web-attacks"	"138"	"HPP"
"http://www.slideshare.net/chemai64/connection-string-parameter-pollution-attacks-3057114"	"33"	"CSPP"
"http://www.slideshare.net/dleyanlin/10-crossdomain-security-in-web-applications"	"107"	"XSSI"
"http://www.slideshare.net/embyte/http-parameter-pollution-vulnerabilities-in-web-applications-black-hat-eu-2011"	"138"	"HPP"
"http://www.slideshare.net/felipemattosinho/mattosinho-slides-haupt-ws08"	"114"	"DNS Rebinding"
"http://www.slideshare.net/hackvidhi/e-shoplifting-hackvidhi"	"54"	"Client-Controlled Price Manipulation"
"http://www.slideshare.net/ibmsecurity/spoofed-me-socialloginattack"	"283"	"SpoofedMe"
"http://www.slideshare.net/null0x00/cors-and-insecurity"	"271"	"CORS Functionality Abuse"
"http://www.slideshare.net/robertosl81/cross-context-scripting-attacks-exploitation"	"215"	"XCS"
"http://www.soapui.org/Security/xml-bomb.html"	"250"	"XML Bomb"
"http://www.soatothecloud.com/2009/08/old-xml-attack-resurfaces-and-is.html"	"250"	"XML Bomb"
"http://www.syhunt.com/?n=Articles.NoSQLInjection"	"6"	"SSJS Injection"
"http://www.techrepublic.com/blog/data-center/https-surf-jacking-makes-it-vulnerable/"	"285"	"Surf Jacking"
"http://www.testingsecurity.com/how-to-test/injection-vulnerabilities/LDAP-Injection"	"19"	"LDAP Injection"
"http://www.theregister.co.uk/2014/11/17/ms_schannel_crypto_poc/"	"270"	"Winshock"
"http://www.thoughtcrime.org/software/sslstrip/index.html"	"188"	"SSL Stripping"
"http://www.tripwire.com/state-of-security/incident-detection/detection-script-for-cve-2014-0224-openssl-cipher-change-spec-injection/"	"185"	"SSL CCS MITM"
"http://www.troyhunt.com/2011/12/has-hash-dos-patch-been-installed-on.html"	"253"	"Hash Collision DoS"
"http://www.troyhunt.com/2014/09/everything-you-need-to-know-about.html"	"257"	"ShellShock"
"http://www.tux.org/~peterw/csrf.txt"	"108"	"CSRF"
"http://www.veracode.com/security/ldap-injection"	"19"	"LDAP Injection"
"http://www.vsecurity.com/download/papers/XMLDTDEntityAttacks.pdf"	"51,84"	"Remote XSL Inclusion; XXE"
"http://www.w3.org/TR/2009/WD-xmldsig-bestpractices-20090226/"	"260,266"	"XML Signature - Key Retrieval XSA; XML Transformation DOS"
"http://www.w3.org/TR/xmldsig-bestpractices/"	"267"	"XML Signature - Key Retrieval DOS"
"http://www.webappsec.org/projects/articles/071105.shtml"	"95"	"DOM XSS"
"http://www.webappsec.org/projects/articles/121106.pdf"	"22,23"	"IMAP Injection; SMTP Injection"
"http://www.webappsec.org/projects/articles/121106.shtml"	"22,23"	"IMAP Injection; SMTP Injection"
"http://www.webdav.org/specs/rfc2518.html#METHOD_LOCK"	"135"	"HTTP LOCK Method Abuse"
"http://www.webdav.org/specs/rfc2518.html#METHOD_PROPPATCH"	"127"	"HTTP PROPPATCH Method Abuse"
"http://www.webdav.org/specs/rfc2518.html#METHOD_UNLOCK"	"136"	"HTTP UNLOCK Method Abuse"
"http://www.webdav.org/specs/rfc2518.html#rfc.section.4.4"	"132"	"HTTP PROPFIND Method Abuse"
"http://www.webdavsystem.com/server/prev/v2/documentation/hosting_iis_asp_net/protected_folders"	"282"	"Source Code Disclosure via Accessible Folder"
"http://www.websecresearch.com/2014/04/microsofts-aspnet-anti-csrf-token-bypass.html"	"219"	"Anti-CSRF Verification Bypass"
"http://www.windowsecurity.com/articles-tutorials/windows_os_security/Alternate_Data_Streams.html"	"35"	"Windows DATA ADS"
"http://www.wisec.it/en/Docs/flash_App_testing_Owasp07.pdf"	"100"	"XSF"
"http://www.ws-attacks.org/index.php/Coercive_Parsing"	"261"	"SOAP Coercive Parsing"
"http://www.ws-attacks.org/index.php/Oversized_XML_DOS"	"276"	"Over-sized XML DoS"
"http://www.ws-attacks.org/index.php/Recursive_Cryptography"	"278"	"SOAP Recursive Cryptography DoS"
"http://www.ws-attacks.org/index.php/Reference_Redirect"	"277"	"XML Reference Redirect DoS"
"http://www.ws-attacks.org/index.php/Routing_Detour"	"265"	"XML Routing Detour"
"http://www.ws-attacks.org/index.php/SOAPAction_Spoofing"	"262"	"SOAPAction Spoofing"
"http://www.ws-attacks.org/index.php/Schema_Poisoning"	"259"	"XML Schema Poisoning"
"http://www.ws-attacks.org/index.php/Soap_Array_Attack"	"223"	"SOAP Array Overflow"
"http://www.ws-attacks.org/index.php/WS-Addressing_spoofing"	"279"	"Referral Flood of Trusted Entities"
